trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Original,Scramble,TODO.started,TODO.stopped,baselineImage.started,baselineImage.stopped,id*,participant*,Interested In(Men/Women)*,date,expName,psychopyVersion,frameRate,
,,,,,,10.56781050004065,None,11.965957600041293,None,,,,,,,,
