Blur,Original,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TODO.started,TODO.stopped,baselineImage.started,baselineImage.stopped,image.started,image.stopped,rating.response,rating.rt,rating.started,rating.stopped,RatingText.started,RatingText.stopped,id,participant,date,expName,psychopyVersion,frameRate,
image/1-blur.jpg,image/1-original.jpg,0,0,0,0,14.004998399992473,None,16.361893499968573,None,18.551342400023714,None,Yes,3.42,0.001734220189973712,None,23.23031000001356,None,vf,34,2020_Oct_21_1147,testScript1,3.2.3,59.993688643833785,
image/2-blur.jpg,image/2-original.jpg,0,1,1,1,,,27.25821590004489,None,29.409153999993578,None,Yes,1.73,0.013500120025128126,None,34.06901870004367,None,vf,34,2020_Oct_21_1147,testScript1,3.2.3,59.993688643833785,
