Original,Scramble,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TODO.started,TODO.stopped,baselineImage.started,baselineImage.stopped,image.started,image.stopped,rating.response,rating.rt,rating.started,rating.stopped,RatingText.started,RatingText.stopped,id*,participant*,Interested In(Men/Women)*,date,expName,psychopyVersion,frameRate,
men/1-original.jpg,men/1-scramble.jpg,0,0,0,0,12.95092009997461,None,14.110489399987273,None,16.139050900004804,None,Yes,2.146,0.014894269872456789,None,20.951808899990283,None,fv,fv,men,2020_Oct_22_1724,EYEswipe,3.2.3,60.076874352307875,
