trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Original,Scramble,TODO.started,TODO.stopped,baselineImage.started,baselineImage.stopped,image.started,image.stopped,id*,participant*,Interested In(Men/Women)*,date,expName,psychopyVersion,frameRate,
,,,,,,9.964761699957307,None,12.408253499947023,None,14.460629199980758,None,,,,,,,,
