Original,Scramble,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TODO.started,TODO.stopped,baselineImage.started,baselineImage.stopped,image.started,image.stopped,rating.response,rating.rt,rating.started,rating.stopped,RatingText.started,RatingText.stopped,id*,participant*,Interested In(Men/Women)*,date,expName,psychopyVersion,frameRate,
women1/26-original.jpg,women1/26-scramble.jpg,0,0,0,18,12.47159129998181,None,13.397320699994452,None,15.424031600006856,None,4,4.747,0.008613179961685091,None,20.22712330002105,None,tr,r,er,2020_Oct_27_1642,EYEswipe,3.2.3,59.95980296310438,
,,,,,,,,25.150516499998048,None,,,,,,,,,,,,,,,,
