Blur,Original,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TODO.started,TODO.stopped,baselineImage.started,baselineImage.stopped,image.started,image.stopped,rating.response,rating.rt,rating.started,rating.stopped,RatingText.started,RatingText.stopped,id*,participant*,Interested In(Men/Women)*,date,expName,psychopyVersion,frameRate,
image/1-blur.jpg,image/1-original.jpg,0,0,0,0,19.13736870000139,None,21.306504599982873,None,23.48493260005489,None,Yes,1.882,0.003839439945295453,None,28.1634990000166,None,123,dsa,men,2020_Oct_21_1359,EYEswipe,3.2.3,59.96498046398661,
