Blur,Original,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TODO.started,TODO.stopped,baselineImage.started,baselineImage.stopped,image.started,image.stopped,rating.response,rating.rt,rating.started,rating.stopped,RatingText.started,RatingText.stopped,id*,participant*,Interested In(Men/Women)*,date,expName,psychopyVersion,frameRate,
image/1-blur.jpg,image/1-original.jpg,0,0,0,0,13.180082199978642,None,15.291726999916136,None,17.471028700005263,None,Yes,4.046,0.011514529935084283,None,22.150949199916795,None,w,w,men,2020_Oct_21_1356,testScript1,3.2.3,59.9049906587533,
