trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Original,Scramble,TODO.started,TODO.stopped,baselineImage.started,baselineImage.stopped,id*,participant*,Interested In(Men/Women)*,date,expName,psychopyVersion,frameRate,
,,,,,,13.151573400013149,None,14.880596100003459,None,,,,,,,,
