Blur,Original,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TODO.started,TODO.stopped,baselineImage.started,baselineImage.stopped,image.started,image.stopped,rating.response,rating.rt,rating.started,rating.stopped,RatingText.started,RatingText.stopped,id*,participant*,Interested In(Men/Women)*,date,expName,psychopyVersion,frameRate,
image/1-blur.jpg,image/1-original.jpg,0,0,0,0,18.17447179998271,None,20.799380499986,None,22.973749700002372,None,Yes,2.98,0.0043187199626117945,None,27.64905580005143,None,id,üá,men,2020_Oct_21_1358,EYEswipe,3.2.3,59.899213554992606,
