Blur,Original,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TODO.started,TODO.stopped,baselineImage.started,baselineImage.stopped,image.started,image.stopped,rating.response,rating.rt,rating.started,rating.stopped,RatingText.started,RatingText.stopped,id,participant,date,expName,psychopyVersion,frameRate,
image/1-blur.jpg,image/1-original.jpg,0,0,0,0,20.65586139995139,None,22.872799800010398,None,25.06377100001555,None,Yes,1.754,0.0023403799859806895,None,29.73922989994753,None,saif,34,2020_Oct_21_1137,testScript1,3.2.3,59.96415339349326,
image/2-blur.jpg,image/2-original.jpg,0,1,1,1,,,32.079201499931514,None,34.25438239995856,None,Yes,1.541,0.014140579965896904,None,38.91062730003614,None,saif,34,2020_Oct_21_1137,testScript1,3.2.3,59.96415339349326,
