Original,Scramble,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TODO.started,TODO.stopped,baselineImage.started,baselineImage.stopped,image.started,image.stopped,rating.response,rating.rt,rating.started,rating.stopped,RatingText.started,RatingText.stopped,ThanksText.started,ThanksText.stopped,id*,participant*,Interested In(Men/Women)*,date,expName,psychopyVersion,frameRate,
women1/27-original.jpg,women1/27-scramble.jpg,0,0,0,19,16.848986999990302,None,18.78855849998945,None,20.70860709999397,None,2,1.579,0.014756999997189268,None,25.71631059999345,None,,,5,5,b,2020_Nov_26_0712,EYEswipe,3.2.3,60.06539920816986,
women1/26-original.jpg,women1/26-scramble.jpg,0,1,1,18,,,27.37499699999171,None,29.41999660000147,None,1,1.242,0.015208149998215958,None,34.34193640000012,None,,,5,5,b,2020_Nov_26_0712,EYEswipe,3.2.3,60.06539920816986,
women1/29-original.jpg,women1/29-scramble.jpg,0,2,2,21,,,35.6484599999967,None,37.6738297999982,None,3,1.339,0.015556350001133978,None,42.63414169999305,None,,,5,5,b,2020_Nov_26_0712,EYEswipe,3.2.3,60.06539920816986,
women1/13-original.jpg,women1/13-scramble.jpg,0,3,3,4,,,44.055216299995664,None,46.066005699991365,None,3,0.711,0.01558945000579115,None,51.001069899997674,None,,,5,5,b,2020_Nov_26_0712,EYEswipe,3.2.3,60.06539920816986,
women1/6-original.jpg,women1/6-scramble.jpg,0,4,4,30,,,51.87273399998958,None,53.864953199998126,None,3,0.866,0.015495350016863085,None,58.75233209998987,None,,,5,5,b,2020_Nov_26_0712,EYEswipe,3.2.3,60.06539920816986,
women1/25-original.jpg,women1/25-scramble.jpg,0,5,5,17,,,59.70131669999682,None,61.70105309999781,None,3,0.889,0.015063750004628673,None,66.66977409999527,None,,,5,5,b,2020_Nov_26_0712,EYEswipe,3.2.3,60.06539920816986,
women1/7-original.jpg,women1/7-scramble.jpg,0,6,6,31,,,67.70517039998958,None,69.66522349999286,None,2,1.041,0.015055650001158938,None,74.59049249999225,None,,,5,5,b,2020_Nov_26_0712,EYEswipe,3.2.3,60.06539920816986,
women1/32-original.jpg,women1/32-scramble.jpg,0,7,7,25,,,75.7359676999913,None,77.7596646999882,None,2,0.693,0.015403350014821626,None,82.67684149999695,None,,,5,5,b,2020_Nov_26_0712,EYEswipe,3.2.3,60.06539920816986,
women1/19-original.jpg,women1/19-scramble.jpg,0,8,8,10,,,83.45200399999158,None,85.47282009999617,None,2,0.732,0.015590150011121295,None,90.3948120999994,None,,,5,5,b,2020_Nov_26_0712,EYEswipe,3.2.3,60.06539920816986,
women1/1-original.jpg,women1/1-scramble.jpg,0,9,9,0,,,91.186320599998,None,93.21031089998723,None,3,1.436,0.015537850020336919,None,98.14827109999896,None,,,5,5,b,2020_Nov_26_0712,EYEswipe,3.2.3,60.06539920816986,
women1/31-original.jpg,women1/31-scramble.jpg,0,10,10,24,,,99.65491079998901,None,101.65918160000001,None,3,4.255,0.015571349998936057,None,106.60231519999797,None,,,5,5,b,2020_Nov_26_0712,EYEswipe,3.2.3,60.06539920816986,
women1/9-original.jpg,women1/9-scramble.jpg,0,11,11,33,,,111.0017397999909,None,113.00345350000134,None,2,1.11,0.015533550002146512,None,117.88679439999396,None,,,5,5,b,2020_Nov_26_0712,EYEswipe,3.2.3,60.06539920816986,
women1/23-original.jpg,women1/23-scramble.jpg,0,12,12,15,,,119.07302060000075,None,121.10446909999882,None,3,1.166,0.015643949998775497,None,126.02168039999378,None,,,5,5,b,2020_Nov_26_0712,EYEswipe,3.2.3,60.06539920816986,
women1/11-original.jpg,women1/11-scramble.jpg,0,13,13,2,,,127.26198830000067,None,129.26743539999006,None,3,0.966,0.01565455000672955,None,134.22791469999356,None,,,5,5,b,2020_Nov_26_0712,EYEswipe,3.2.3,60.06539920816986,
women1/17-original.jpg,women1/17-scramble.jpg,0,14,14,8,,,135.36003369999526,None,137.3505135000014,None,2,0.959,0.015534250007476658,None,142.2396893999976,None,,,5,5,b,2020_Nov_26_0712,EYEswipe,3.2.3,60.06539920816986,
women1/12-original.jpg,women1/12-scramble.jpg,0,15,15,3,,,143.27063780000026,None,145.27026879999903,None,3,0.907,0.0151812499971129,None,150.26437839999562,None,,,5,5,b,2020_Nov_26_0712,EYEswipe,3.2.3,60.06539920816986,
women1/4-original.jpg,women1/4-scramble.jpg,0,16,16,28,,,151.30235569999786,None,153.30334420000145,None,2,0.838,0.014816350012551993,None,158.20496409999032,None,,,5,5,b,2020_Nov_26_0712,EYEswipe,3.2.3,60.06539920816986,
women1/2-original.jpg,women1/2-scramble.jpg,0,17,17,11,,,159.1169469000015,None,161.11563309999474,None,2,0.417,0.015586250010528602,None,166.10047049999412,None,,,5,5,b,2020_Nov_26_0712,EYEswipe,3.2.3,60.06539920816986,
women1/3-original.jpg,women1/3-scramble.jpg,0,18,18,22,,,166.58940689999145,None,168.60750980000012,None,4,1.352,0.01564925001002848,None,173.58919400000013,None,,,5,5,b,2020_Nov_26_0712,EYEswipe,3.2.3,60.06539920816986,
women1/24-original.jpg,women1/24-scramble.jpg,0,19,19,16,,,175.01734939999005,None,177.04669839999406,None,2,1.018,0.015619850004441105,None,182.01251760000014,None,,,5,5,b,2020_Nov_26_0712,EYEswipe,3.2.3,60.06539920816986,
