Blur,Original,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TODO.started,TODO.stopped,baselineImage.started,baselineImage.stopped,image.started,image.stopped,rating.response,rating.rt,rating.started,rating.stopped,RatingText.started,RatingText.stopped,id*,participant*,Interested In(Men/Women)*,date,expName,psychopyVersion,frameRate,
image/1-blur.jpg,image/1-original.jpg,0,0,0,0,14.319884299999103,None,16.277767200022936,None,18.45280989992898,None,No,2.383,0.0022724999580532312,None,23.135350099997595,None,w,1,men,2020_Oct_21_1325,testScript1,3.2.3,59.93130674339242,
