Original,Scramble,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TODO.started,TODO.stopped,baselineImage.started,baselineImage.stopped,image.started,image.stopped,rating.response,rating.rt,rating.started,rating.stopped,RatingText.started,RatingText.stopped,id*,participant*,Interested In(Men/Women)*,date,expName,psychopyVersion,frameRate,
women1/1-original.jpg,women1/1-scramble.jpg,0,0,0,0,10.393230899993796,None,11.55510040000081,None,13.50630639999872,None,No,2.752,0.0009490599622949958,None,18.422054799972102,None,fgg,fggf,fgbgf,2020_Oct_27_1615,EYEswipe,3.2.3,59.79816921394304,
,,,,,,,,21.343338000006042,None,,,,,,,,,,,,,,,,
