trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Original,Scramble,TODO.started,TODO.stopped,baselineImage.started,baselineImage.stopped,id*,participant*,Interested In(Men/Women)*,date,expName,psychopyVersion,frameRate,
,,,,,,14.950108899967745,None,16.250794299994595,None,,,,,,,,
