Blur,Original,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TODO.started,TODO.stopped,baselineImage.started,baselineImage.stopped,image.started,image.stopped,rating.response,rating.rt,rating.started,rating.stopped,RatingText.started,RatingText.stopped,id,participant,date,expName,psychopyVersion,frameRate,
image/1-blur.jpg,image/1-original.jpg,0,0,0,0,13.094223099993542,None,15.607427299953997,None,17.80860849993769,None,Yes,1.597,0.009141609887592494,None,22.500020600040443,None,rama23,,2020_Oct_21_1206,testScript1,3.2.3,58.56309584722231,
image/2-blur.jpg,image/2-original.jpg,0,1,1,1,,,24.69639549998101,None,26.854590900009498,None,No,1.604,0.01314464001916349,None,31.509162500035018,None,rama23,,2020_Oct_21_1206,testScript1,3.2.3,58.56309584722231,
