Original,Scramble,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TODO.started,TODO.stopped,baselineImage.started,baselineImage.stopped,image.started,image.stopped,rating.response,rating.rt,rating.started,rating.stopped,RatingText.started,RatingText.stopped,id*,participant*,Interested In(Men/Women)*,date,expName,psychopyVersion,frameRate,
women/1-original.jpg,women/1-scramble.jpg,0,0,0,0,19.390440799994394,None,23.763147399993613,None,25.859307699953206,None,Yes,1.788,0.012064029928296804,None,30.535079899942502,None,saif,saif,women,2020_Oct_22_1707,EYEswipe,3.2.3,59.97656117691851,
women/10-original.jpg,women/10-scramble.jpg,0,1,1,1,,,32.8800497999182,None,35.00815549993422,None,No,1.894,8.58099665492773e-05,None,39.660902999923564,None,saif,saif,women,2020_Oct_22_1707,EYEswipe,3.2.3,59.97656117691851,
women/11-original.jpg,women/11-scramble.jpg,0,2,2,2,,,42.11041419999674,None,44.22878889995627,None,Yes,4.033,0.016687219962477684,None,48.881203999975696,None,saif,saif,women,2020_Oct_22_1707,EYEswipe,3.2.3,59.97656117691851,
women/12-original.jpg,women/12-scramble.jpg,0,3,3,3,,,53.524965499993414,None,55.737925899913535,None,Yes,1.876,0.012240410083904862,None,60.37417959992308,None,saif,saif,women,2020_Oct_22_1707,EYEswipe,3.2.3,59.97656117691851,
