Trial Number,State,Device timestamp,Left pupil diameter,Left pupil validity,Right pupil diameter,Right pupil validity,Rating
Trial1,baseline,3189711829,3.6600799560546875,1,3.5392913818359375,1,4
Trial1,baseline,3189828412,3.73480224609375,1,3.5879974365234375,1,4
Trial1,baseline,3189944995,3.864288330078125,1,3.7060699462890625,1,4
Trial1,baseline,3190061578,3.7957611083984375,1,3.6089019775390625,1,4
Trial1,baseline,3190178160,3.4641265869140625,1,3.344940185546875,1,4
Trial1,baseline,3190278088,3.2466583251953125,1,3.1609954833984375,1,4
Trial1,baseline,3190394671,3.0735931396484375,1,3.0074920654296875,1,4
Trial1,baseline,3190511254,3.030426025390625,1,2.974090576171875,1,4
Trial1,baseline,3190627837,2.9749603271484375,1,2.8994293212890625,1,4
Trial1,baseline,3190727765,2.9317626953125,1,2.909820556640625,1,4
Trial1,baseline,3190844348,2.9372406005859375,1,2.8561859130859375,1,4
Trial1,baseline,3190960931,2.9416961669921875,1,2.8553466796875,1,4
Trial1,baseline,3191077513,3.0155792236328125,1,2.909515380859375,1,4
Trial1,baseline,3191194096,3.033416748046875,1,2.9601593017578125,1,4
Trial1,baseline,3191294024,3.0532073974609375,1,2.951751708984375,1,4
Trial1,baseline,3191410607,3.0384521484375,1,2.9617919921875,1,4
Trial1,baseline,3191527190,3.0528564453125,1,2.9728851318359375,1,4
Trial1,stimuli,3191743701,2.98370361328125,1,2.946380615234375,1,4
Trial1,stimuli,3191860284,2.9500579833984375,1,2.90692138671875,1,4
Trial1,stimuli,3191976867,2.9081268310546875,1,2.9163818359375,1,4
Trial1,stimuli,3192076795,3.0165863037109375,1,2.9264373779296875,1,4
Trial1,stimuli,3192193378,3.0991058349609375,1,3.0175933837890625,1,4
Trial1,stimuli,3192309960,3.216522216796875,1,3.126068115234375,1,4
Trial1,stimuli,3192426543,3.2807464599609375,1,3.2370758056640625,1,4
Trial1,stimuli,3192543126,3.377685546875,1,3.328216552734375,1,4
Trial1,stimuli,3192643054,3.4978485107421875,1,3.4116058349609375,1,4
Trial1,stimuli,3192759637,3.522186279296875,1,3.5478973388671875,1,4
Trial1,stimuli,3192876220,3.27032470703125,1,3.5672607421875,1,4
Trial1,stimuli,3192992803,3.805023193359375,1,3.7684173583984375,1,4
Trial1,stimuli,3193092731,3.98394775390625,1,3.8663330078125,1,4
Trial1,stimuli,3193209313,3.8501129150390625,1,3.7984619140625,1,4
Trial1,stimuli,3193325896,3.7574462890625,1,3.6945343017578125,1,4
Trial1,stimuli,3193442479,3.6212615966796875,1,3.63018798828125,1,4
Trial1,stimuli,3193559062,3.6176300048828125,1,3.6161651611328125,1,4
Trial1,stimuli,3193675645,3.671539306640625,1,3.644622802734375,1,4
Trial1,stimuli,3193775573,3.7624053955078125,1,3.72967529296875,1,4
Trial1,stimuli,3193892156,3.83831787109375,1,3.8101806640625,1,4
Trial1,stimuli,3194008738,3.9605255126953125,1,3.966796875,1,4
Trial1,stimuli,3194125321,4.024749755859375,1,4.011810302734375,1,4
Trial1,stimuli,3194241904,3.9760894775390625,1,3.91448974609375,1,4
Trial1,stimuli,3194341832,3.8608856201171875,1,3.7629852294921875,1,4
Trial1,stimuli,3194458415,3.8133697509765625,1,3.711029052734375,1,4
Trial1,stimuli,3194574998,3.79638671875,1,3.691802978515625,1,4
Trial1,stimuli,3194691581,3.8414459228515625,1,3.7328338623046875,1,4
Trial1,stimuli,3194791509,3.874237060546875,1,3.7664794921875,1,4
Trial1,stimuli,3194908092,3.89910888671875,1,3.840057373046875,1,4
Trial1,stimuli,3195024674,3.84375,1,3.7688446044921875,1,4
Trial1,stimuli,3195141257,3.770172119140625,1,3.700775146484375,1,4
Trial1,stimuli,3195257840,3.79388427734375,1,3.6967620849609375,1,4
Trial1,stimuli,3195357768,3.8630218505859375,1,3.7695770263671875,1,4
Trial1,stimuli,3195474351,3.972412109375,1,3.8890380859375,1,4
Trial1,stimuli,3195590934,4.03564453125,1,3.96051025390625,1,4
Trial1,stimuli,3195707517,4.084625244140625,1,3.9791717529296875,1,4
Trial1,stimuli,3195824099,4.07403564453125,1,3.968170166015625,1,4
Trial1,stimuli,3195924028,4.0069732666015625,1,3.90045166015625,1,4
Trial1,stimuli,3196040610,3.9251861572265625,1,3.791595458984375,1,4
Trial1,stimuli,3196157193,3.8209228515625,1,3.6681365966796875,1,4
Trial1,stimuli,3196273776,3.780120849609375,1,3.6688690185546875,1,4
Trial1,stimuli,3196390359,3.7652435302734375,1,3.6916046142578125,1,4
Trial1,stimuli,3196490287,nan,0,nan,0,4
