Trial Number,State,Device timestamp,Left pupil diameter,Left pupil validity,Right pupil diameter,Right pupil validity,Rating
Trial1,baseline,3709413949,3.5923919677734375,1,3.479400634765625,1,3
Trial1,baseline,3709930245,3.3283233642578125,1,3.1726837158203125,1,3
Trial1,baseline,3710429885,2.8920440673828125,1,2.8209381103515625,1,3
Trial1,baseline,3710946181,2.9160308837890625,1,2.8795928955078125,1,3
Trial1,stimuli,3711545749,3.011871337890625,1,2.9456787109375,1,3
Trial1,stimuli,3712062045,3.022735595703125,1,2.967559814453125,1,3
Trial1,stimuli,3712578340,3.4066925048828125,1,3.3475494384765625,1,3
Trial1,stimuli,3713077981,3.69805908203125,1,3.6874542236328125,1,3
Trial1,stimuli,3713594276,3.8853607177734375,1,3.85504150390625,1,3
Trial1,stimuli,3714110571,3.579681396484375,1,3.44378662109375,1,3
Trial1,stimuli,3714626867,3.7635498046875,1,3.6579742431640625,1,3
Trial1,stimuli,3715143162,3.90863037109375,1,3.8339691162109375,1,3
Trial1,stimuli,3715642803,3.8218994140625,1,3.6883087158203125,1,3
Trial1,stimuli,3716159098,3.5947418212890625,1,3.472442626953125,1,3
Trial2,baseline,3726701515,3.736297607421875,1,3.589752197265625,1,4
Trial2,baseline,3727217810,3.4203948974609375,1,3.2516632080078125,1,4
Trial2,baseline,3727734106,3.0497589111328125,1,2.9598541259765625,1,4
Trial2,baseline,3728250401,3.2985992431640625,1,3.211181640625,1,4
Trial2,stimuli,3728866624,3.36334228515625,1,3.2668609619140625,1,4
Trial2,stimuli,3729382920,3.2046356201171875,1,3.193084716796875,1,4
Trial2,stimuli,3729899215,3.4862060546875,1,3.4442291259765625,1,4
Trial2,stimuli,3730415510,3.82958984375,1,3.6336517333984375,1,4
Trial2,stimuli,3730915151,3.7552032470703125,1,3.6089935302734375,1,4
Trial2,stimuli,3731431446,3.5218353271484375,1,3.44287109375,1,4
Trial2,stimuli,3731947742,3.6348114013671875,1,3.5801544189453125,1,4
Trial2,stimuli,3732464037,3.7388458251953125,1,3.540771484375,1,4
Trial2,stimuli,3732980332,nan,0,3.4523468017578125,1,4
Trial2,stimuli,3733479973,3.831512451171875,1,3.7003021240234375,1,4
Trial3,baseline,3736227996,3.74664306640625,1,3.515869140625,1,1
Trial3,baseline,3736744292,3.441162109375,1,3.2752532958984375,1,1
Trial3,baseline,3737260587,3.363433837890625,1,3.1852874755859375,1,1
Trial3,baseline,3737776882,3.425537109375,1,3.319549560546875,1,1
Trial3,stimuli,3738393106,3.3071441650390625,1,3.150665283203125,1,1
Trial3,stimuli,3738909401,3.293121337890625,1,3.1815032958984375,1,1
Trial3,stimuli,3739409042,3.75152587890625,1,3.679962158203125,1,1
Trial3,stimuli,3739925337,4.0724639892578125,1,4.001434326171875,1,1
Trial3,stimuli,3740441632,3.8887939453125,1,3.7755126953125,1,1
Trial3,stimuli,3740957928,3.9156646728515625,1,3.8803863525390625,1,1
Trial3,stimuli,3741474223,3.9711151123046875,1,3.8619537353515625,1,1
Trial3,stimuli,3741973864,3.692291259765625,1,3.617218017578125,1,1
Trial3,stimuli,3742490159,3.9425811767578125,1,3.8883056640625,1,1
Trial3,stimuli,3743006454,3.9415740966796875,1,3.8397674560546875,1,1
