Trial Number,State,Device timestamp,Left pupil diameter,Left pupil validity,Right pupil diameter,Right pupil validity,Rating
Trial1,baseline,3386294943,3.5715484619140625,1,3.4282073974609375,1,
Trial1,baseline,3386411525,3.5750732421875,1,3.4283905029296875,1,
Trial1,baseline,3386528108,3.631866455078125,1,3.5511627197265625,1,
Trial1,baseline,3386644691,3.6860504150390625,1,3.466461181640625,1,
Trial1,baseline,3386761274,3.33935546875,1,3.2202911376953125,1,
Trial1,baseline,3386877857,3.1578369140625,1,3.182281494140625,1,
Trial1,baseline,3386977785,3.1554107666015625,1,nan,0,
Trial1,baseline,3387094368,3.0937042236328125,1,3.041473388671875,1,
Trial1,baseline,3387210950,3.0678558349609375,1,3.0109710693359375,1,
Trial1,baseline,3387327533,3.0756072998046875,1,2.985748291015625,1,
Trial1,baseline,3387444116,3.041961669921875,1,3.001220703125,1,
Trial1,baseline,3387544044,3.0341644287109375,1,2.99658203125,1,
Trial1,baseline,3387660627,3.015594482421875,1,2.95367431640625,1,
Trial1,baseline,3387777210,3.0390625,1,2.9796295166015625,1,
Trial1,baseline,3387893793,nan,0,nan,0,
Trial1,baseline,3388010375,nan,0,nan,0,
Trial1,baseline,3388110304,nan,0,3.009613037109375,1,
Trial1,stimuli,3388310160,3.3430633544921875,1,3.2543792724609375,1,
Trial1,stimuli,3388426743,3.3730621337890625,1,3.2728424072265625,1,
Trial1,stimuli,3388543325,nan,0,3.0302734375,1,
Trial1,stimuli,3388626599,3.1187286376953125,1,3.054107666015625,1,
Trial1,stimuli,3388759836,3.102294921875,1,3.080322265625,1,
Trial1,stimuli,3388876419,3.1355743408203125,1,3.0946044921875,1,
Trial1,stimuli,3388993002,3.1459503173828125,1,3.0712890625,1,
Trial1,stimuli,3389109585,3.206329345703125,1,3.123138427734375,1,
Trial1,stimuli,3389209513,3.265716552734375,1,3.210968017578125,1,
Trial1,stimuli,3389326096,3.3380889892578125,1,3.265869140625,1,
Trial1,stimuli,3389442679,3.3973541259765625,1,3.311370849609375,1,
Trial1,stimuli,3389559261,3.4604339599609375,1,3.4030303955078125,1,
Trial1,stimuli,3389675844,3.56475830078125,1,3.4568023681640625,1,
Trial1,stimuli,3389775772,3.6234588623046875,1,3.5390472412109375,1,
Trial1,stimuli,3389892355,nan,0,2.8700408935546875,1,
Trial1,stimuli,3390008938,3.744659423828125,1,3.702423095703125,1,
Trial1,stimuli,3390125521,3.8399505615234375,1,3.779022216796875,1,
Trial1,stimuli,3390242104,3.89056396484375,1,3.8011627197265625,1,
Trial1,stimuli,3390342032,3.7795562744140625,1,3.6593017578125,1,
Trial1,stimuli,3390458615,3.679901123046875,1,3.5677337646484375,1,
Trial1,stimuli,3390575197,nan,0,nan,0,
Trial1,stimuli,3390691780,3.584808349609375,1,3.489990234375,1,
Trial1,stimuli,3390808363,3.6027984619140625,1,3.4905853271484375,1,
Trial1,stimuli,3390908291,3.5670318603515625,1,3.51348876953125,1,
Trial1,stimuli,3391024874,3.499725341796875,1,3.4458770751953125,1,
Trial1,stimuli,3391141457,3.4478607177734375,1,3.3872528076171875,1,
Trial1,stimuli,3391258040,3.432769775390625,1,3.383575439453125,1,
Trial1,stimuli,3391357968,3.471771240234375,1,3.414337158203125,1,
Trial1,stimuli,3391474550,3.4936065673828125,1,3.4219818115234375,1,
Trial1,stimuli,3391591133,3.579986572265625,1,3.4588623046875,1,
Trial1,stimuli,3391707716,3.5099334716796875,1,3.3917083740234375,1,
Trial1,stimuli,3391824299,3.56341552734375,1,3.43359375,1,
Trial1,stimuli,3391924227,3.61846923828125,1,3.5163116455078125,1,
Trial1,stimuli,3392040810,nan,0,nan,0,
Trial1,stimuli,3392157393,3.777008056640625,1,3.655548095703125,1,
Trial1,stimuli,3392273975,3.7978363037109375,1,3.6929168701171875,1,
Trial1,stimuli,3392373904,3.7411956787109375,1,3.6335906982421875,1,
Trial1,stimuli,3392490486,3.6102752685546875,1,3.4914398193359375,1,
Trial1,stimuli,3392607069,3.5077056884765625,1,3.4208221435546875,1,
Trial1,stimuli,3392723652,3.424530029296875,1,3.3676605224609375,1,
Trial1,stimuli,3392840235,3.41387939453125,1,3.345367431640625,1,
Trial1,stimuli,3392940163,3.4604339599609375,1,3.44189453125,1,
Trial1,stimuli,3393056746,3.4935455322265625,1,3.4235382080078125,1,
Trial2,baseline,3408462332,3.7635040283203125,1,3.645904541015625,1,
Trial2,baseline,3408578915,3.6777191162109375,1,3.581268310546875,1,
Trial2,baseline,3408695497,3.6923828125,1,3.5991058349609375,1,
Trial2,baseline,3408812080,3.721527099609375,1,3.626129150390625,1,
Trial2,baseline,3408928663,3.602081298828125,1,3.512451171875,1,
Trial2,baseline,3409028591,3.45867919921875,1,3.3813934326171875,1,
Trial2,baseline,3409145174,3.4021148681640625,1,3.3569488525390625,1,
Trial2,baseline,3409261757,3.454193115234375,1,3.4113616943359375,1,
Trial2,baseline,3409378340,3.5250091552734375,1,3.48486328125,1,
Trial2,baseline,3409494922,3.6463623046875,1,3.59893798828125,1,
Trial2,baseline,3409594850,3.6831512451171875,1,3.6103668212890625,1,
Trial2,baseline,3409728088,3.6079254150390625,1,3.504974365234375,1,
Trial2,baseline,3409844671,3.60552978515625,1,3.4794769287109375,1,
Trial2,baseline,3409944599,3.673004150390625,1,3.5597686767578125,1,
Trial2,baseline,3410061182,3.642486572265625,1,3.516754150390625,1,
Trial2,baseline,3410177765,3.5772552490234375,1,3.4403839111328125,1,
Trial2,baseline,3410294347,nan,0,nan,0,
