Trial Number,State,Device timestamp,Left pupil diameter,Left pupil validity,Right pupil diameter,Right pupil validity,Rating
Trial1,baseline,2999247498,3.7120513916015625,1,nan,0,Yes
Trial1,baseline,2999364081,3.743743896484375,1,3.6005096435546875,1,Yes
Trial1,baseline,2999480663,3.78289794921875,1,3.6707916259765625,1,Yes
Trial1,baseline,2999597246,3.822052001953125,1,3.75982666015625,1,Yes
Trial1,baseline,2999697174,3.749176025390625,1,3.68634033203125,1,Yes
Trial1,baseline,2999813757,3.63134765625,1,3.51470947265625,1,Yes
Trial1,baseline,2999930340,3.5497894287109375,1,3.4762420654296875,1,Yes
Trial1,baseline,3000046923,3.483612060546875,1,3.4341278076171875,1,Yes
Trial1,baseline,3000163506,3.437652587890625,1,3.3740386962890625,1,Yes
Trial1,baseline,3000280088,3.4467010498046875,1,3.360565185546875,1,Yes
Trial1,baseline,3000396671,3.43084716796875,1,3.3454742431640625,1,Yes
Trial1,baseline,3000496599,3.3624725341796875,1,3.2983551025390625,1,Yes
Trial1,baseline,3000613182,3.3639678955078125,1,3.309539794921875,1,Yes
Trial1,baseline,3000729765,3.42681884765625,1,3.3197174072265625,1,Yes
Trial1,baseline,3000846348,3.347991943359375,1,3.4650421142578125,1,Yes
Trial1,baseline,3000962931,nan,0,3.2695770263671875,1,Yes
Trial1,baseline,3001079513,3.2999420166015625,1,3.2725982666015625,1,Yes
Trial1,stimuli,3001279370,3.3479461669921875,1,3.272979736328125,1,Yes
Trial1,stimuli,3001395953,3.363525390625,1,3.3292694091796875,1,Yes
Trial1,stimuli,3001495881,3.44403076171875,1,3.3963165283203125,1,Yes
Trial1,stimuli,3001612463,3.5615081787109375,1,3.456634521484375,1,Yes
Trial1,stimuli,3001729046,3.586151123046875,1,3.467926025390625,1,Yes
Trial1,stimuli,3001845629,3.6374969482421875,1,3.5443878173828125,1,Yes
Trial1,stimuli,3001962212,3.7011566162109375,1,3.6179046630859375,1,Yes
Trial1,stimuli,3002062140,3.7354736328125,1,3.67303466796875,1,Yes
Trial1,stimuli,3002178723,3.75189208984375,1,3.7117156982421875,1,Yes
Trial1,stimuli,3002295306,3.792083740234375,1,3.7533721923828125,1,Yes
Trial1,stimuli,3002411888,3.8724822998046875,1,3.790771484375,1,Yes
Trial1,stimuli,3002528471,3.8623199462890625,1,3.7985382080078125,1,Yes
Trial1,stimuli,3002628399,3.8908843994140625,1,3.8117523193359375,1,Yes
Trial1,stimuli,3002744982,3.8571929931640625,1,3.77044677734375,1,Yes
Trial1,stimuli,3002861565,3.851531982421875,1,3.7337799072265625,1,Yes
Trial1,stimuli,3002978148,3.8516693115234375,1,3.7292938232421875,1,Yes
Trial1,stimuli,3003094731,3.834014892578125,1,3.7838592529296875,1,Yes
Trial1,stimuli,3003194659,3.88336181640625,1,3.87115478515625,1,Yes
Trial1,stimuli,3003311242,3.8990936279296875,1,3.8980560302734375,1,Yes
Trial1,stimuli,3003427824,4.02923583984375,1,3.9981231689453125,1,Yes
Trial1,stimuli,3003544407,4.1110076904296875,1,4.0170440673828125,1,Yes
Trial1,stimuli,3003660990,4.14111328125,1,4.02685546875,1,Yes
Trial1,stimuli,3003760918,4.086883544921875,1,3.999969482421875,1,Yes
Trial1,stimuli,3003877501,4.0412445068359375,1,3.93377685546875,1,Yes
Trial1,stimuli,3003994084,nan,0,nan,0,Yes
Trial1,stimuli,3004110667,4.2347259521484375,1,4.0569000244140625,1,Yes
Trial1,stimuli,3004227249,4.2320709228515625,1,4.1426239013671875,1,Yes
Trial1,stimuli,3004327178,4.232666015625,1,4.1339263916015625,1,Yes
Trial1,stimuli,3004443760,4.1842498779296875,1,4.039703369140625,1,Yes
Trial1,stimuli,3004560343,4.2266082763671875,1,4.0479583740234375,1,Yes
Trial1,stimuli,3004676926,4.28179931640625,1,4.13519287109375,1,Yes
Trial1,stimuli,3004793509,4.3108673095703125,1,4.2042236328125,1,Yes
Trial1,stimuli,3004893437,4.2934417724609375,1,4.2084503173828125,1,Yes
Trial1,stimuli,3005010020,4.1728057861328125,1,4.10552978515625,1,Yes
Trial1,stimuli,3005126603,4.12615966796875,1,4.0329132080078125,1,Yes
Trial1,stimuli,3005243185,4.1803131103515625,1,4.0886993408203125,1,Yes
Trial1,stimuli,3005359768,4.275054931640625,1,4.18463134765625,1,Yes
Trial1,stimuli,3005459696,4.3349609375,1,4.2349090576171875,1,Yes
Trial1,stimuli,3005576279,4.37603759765625,1,4.25372314453125,1,Yes
Trial1,stimuli,3005692862,4.3073577880859375,1,4.2096099853515625,1,Yes
Trial1,stimuli,3005809445,4.1394805908203125,1,4.0494537353515625,1,Yes
Trial1,stimuli,3005926028,3.9763641357421875,1,3.8702545166015625,1,Yes
Trial1,stimuli,3006025956,3.9451446533203125,1,3.856170654296875,1,Yes
